checkout_id,member_id,book_id,checkout_date,return_date,first_name,last_name,grade,neighborhood,membership_status,join_date,member_total_book_count,title,author,genre,pages,publication_year,publisher,source
9257,1047,501,2024-10-18,2024-11-16,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,16.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9261,1047,509,2025-09-02,2025-09-18,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,16.0,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press,Library Database
9119,1024,518,2025-02-26,2025-03-15,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,17.0,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011.0,Delta House,Library Database
9313,1068,507,2024-12-13,2024-12-19,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,6.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9213,1050,501,2024-05-07,2024-05-14,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,11.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9051,1003,513,2025-07-22,2025-08-18,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,9.0,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,Library Database
9093,1008,507,2025-03-22,2025-04-19,Ziad,Saleh,8.0,Maadi,active,2025-10-28,19.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9274,1054,522,2024-09-06,2024-09-17,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,6.0,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers,Library Database
9292,1074,525,2024-12-28,2025-01-06,Mostafa,Saleh,8.0,Zamalek,Active,2025-11-21,2.0,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,Library Database
9009,1022,506,2025-04-28,2025-05-04,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,6.0,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press,Library Database
9064,1008,502,2025-06-12,2025-06-21,Ziad,Saleh,8.0,Maadi,active,2025-10-28,19.0,Desert Compass,Amina Darwish,Adventure,109,2018.0,Delta House,Library Database
9169,1030,513,2025-11-25,,Reem,Osman,,Nasr City,Active,2025-04-01,16.0,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,Library Database
9358,1077,513,2025-07-09,2025-07-24,Lina,Rashad,6.0,Shubra,Active,2023-07-08,6.0,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,Library Database
9297,1065,501,2025-04-14,,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,17.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9214,1058,525,2024-09-24,,Lina,Mansour,8.0,Heliopolis,active,2025-07-20,3.0,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,Library Database
9008,1010,520,2025-08-11,,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,18.0,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009.0,Oasis Books,Library Database
9237,1057,513,2024-02-22,,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,10.0,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,Library Database
9303,1061,509,2025-12-23,2026-01-10,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,8.0,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press,Library Database
9338,1072,501,2024-07-16,,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,14.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9343,1075,529,2024-10-04,2024-10-14,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,9.0,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers,Library Database
9130,1024,503,2025-09-04,2025-09-17,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,17.0,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press,Library Database
9192,1027,519,2025-09-26,2025-10-07,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,18.0,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,Library Database
9017,1018,519,2024-08-06,2024-08-11,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,17.0,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,Library Database
9266,1053,519,2024-06-01,2024-06-15,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,5.0,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,Library Database
9132,1035,511,2025-02-26,2025-03-13,Karim,Fahmy,9.0,Nasr City,Inactive,2025-06-26,1.0,Winter in Alexandria,Farida Anwar,Historical,117,2016.0,Nile Press,Library Database
9015,1010,507,2025-09-02,2025-09-14,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,18.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9362,1079,507,2024-03-08,2024-04-07,Rana,Osman,8.0,Shubra,Active,2024-10-27,10.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9262,1054,524,2024-02-25,2024-03-22,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,6.0,The Weaver's Daughter,Laila Shokry,Historical,114,2016.0,Cairo Young Readers,Library Database
9336,1061,528,2024-04-18,2024-05-15,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,8.0,The Glass Beehive,Mona Kholoussy,Nature,114,2010.0,Delta House,Library Database
9105,1027,501,2025-03-05,2025-03-25,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,18.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9055,1015,525,2025-08-08,2025-08-27,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,3.0,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,Library Database
9183,1027,532,2025-03-28,2025-04-10,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,18.0,The Last Bookmark,Samir Zohdy,Friendship,337,2017.0,Oasis Books,Library Database
9049,1010,514,2025-09-08,,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,18.0,The Robot in Row Nine,Galal Mounir,Science Fiction,328,2023.0,Cairo Young Readers,Library Database
9307,1072,501,2025-06-10,2025-07-09,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,14.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9166,1032,519,2024-01-15,2024-01-24,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,6.0,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,Library Database
9155,1028,525,2025-07-12,2025-07-18,Hassan,Adel,9.0,Nasr City,Active,2025-11-12,3.0,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,Library Database
9240,1050,525,2025-07-25,2025-08-24,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,11.0,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,Library Database
9197,1030,501,2025-11-26,2025-12-01,Reem,Osman,,Nasr City,Active,2025-04-01,16.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9375,1034,525,2025-10-27,2025-11-15,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25.0,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,Library Database
9114,1034,516,2025-03-02,2025-03-17,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25.0,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press,Library Database
9077,1008,514,2024-07-28,2024-08-12,Ziad,Saleh,8.0,Maadi,active,2025-10-28,19.0,The Robot in Row Nine,Galal Mounir,Science Fiction,328,2023.0,Cairo Young Readers,Library Database
9260,1044,518,2025-07-03,2025-07-27,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,21.0,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011.0,Delta House,Library Database
9059,1016,518,2025-06-28,2025-07-27,Dina,Rashad,8.0,Maadi,Active,2023-04-24,7.0,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011.0,Delta House,Library Database
9332,1062,522,2024-07-03,,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,7.0,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers,Library Database
9378,1018,501,2024-09-05,2024-09-21,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,17.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9179,1027,517,2024-11-19,2024-12-17,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,18.0,Shadows on the Corniche,Hani Nagati,Mystery,338,2015.0,Delta House,Library Database
9126,1034,529,2024-10-22,2024-10-28,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25.0,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers,Library Database
9072,1007,513,2025-03-05,2025-04-01,Sherif,Fouad,6.0,Maadi,Active,2025-08-18,3.0,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,Library Database
9080,1008,501,2024-03-20,2024-04-18,Ziad,Saleh,8.0,Maadi,active,2025-10-28,19.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9298,1065,507,2025-06-18,2025-07-11,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,17.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9087,1020,511,2025-12-03,2025-12-13,Rana,Fouad,6.0,Maadi,Active,2025-12-04,7.0,Winter in Alexandria,Farida Anwar,Historical,117,2016.0,Nile Press,Library Database
9006,1018,507,2025-06-26,2025-07-01,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,17.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9309,1068,511,2024-11-24,2024-12-12,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,6.0,Winter in Alexandria,Farida Anwar,Historical,117,2016.0,Nile Press,Library Database
9069,1010,505,2024-06-14,2024-07-10,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,18.0,Letters to the Nile,Aya Hafez,Historical,216,2024.0,Oasis Books,Library Database
9216,1050,519,2024-08-07,,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,11.0,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,Library Database
9191,1027,505,2024-08-05,2024-08-29,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,18.0,Letters to the Nile,Aya Hafez,Historical,216,2024.0,Oasis Books,Library Database
9013,1002,501,2024-02-16,2024-02-29,Fares,Saleh,9.0,Maadi,Active,,2.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9061,1016,505,2025-04-28,2025-05-20,Dina,Rashad,8.0,Maadi,Active,2023-04-24,7.0,Letters to the Nile,Aya Hafez,Historical,216,2024.0,Oasis Books,Library Database
9295,1061,513,2025-12-12,2026-01-01,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,8.0,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,Library Database
9363,1079,507,2024-12-23,2025-01-15,Rana,Osman,8.0,Shubra,Active,2024-10-27,10.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9102,1010,502,2024-10-05,,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,18.0,Desert Compass,Amina Darwish,Adventure,109,2018.0,Delta House,Library Database
9287,1065,532,2024-04-26,2024-05-23,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,17.0,The Last Bookmark,Samir Zohdy,Friendship,337,2017.0,Oasis Books,Library Database
9330,1072,513,2025-04-11,2025-05-09,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,14.0,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,Library Database
9178,1024,518,2025-08-21,2025-09-04,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,17.0,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011.0,Delta House,Library Database
9175,1027,513,2025-03-04,2025-03-27,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,18.0,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,Library Database
9267,1047,530,2024-12-05,2024-12-20,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,16.0,The Sandstone Key,Sara Tantawy,Adventure,208,2012.0,Oasis Books,Library Database
9159,1030,501,2024-12-11,,Reem,Osman,,Nasr City,Active,2025-04-01,16.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9037,1008,509,2024-01-02,2024-01-22,Ziad,Saleh,8.0,Maadi,active,2025-10-28,19.0,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press,Library Database
9264,1059,507,2025-02-01,2025-02-13,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,7.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9254,1059,501,2025-10-23,2025-11-07,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,7.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9259,1057,501,2025-11-16,2025-11-30,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,10.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9010,1009,513,2025-07-22,2025-08-16,Hassan,Saleh,6.0,Maadi,Active,2025-04-25,1.0,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,Library Database
9347,1075,519,2025-07-17,2025-07-31,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,9.0,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,Library Database
9156,1032,503,2025-02-13,2025-03-14,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,6.0,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press,Library Database
9147,1028,512,2025-10-05,2025-11-01,Hassan,Adel,9.0,Nasr City,Active,2025-11-12,3.0,The Cartographer's Cat,Farida Anwar,Adventure,238,2022.0,Delta House,Library Database
9125,1039,501,2025-06-17,,Nada,Riad,7.0,Nasr City,active,,2.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9168,1030,513,2025-09-13,2025-09-23,Reem,Osman,,Nasr City,Active,2025-04-01,16.0,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,Library Database
9270,1057,517,2024-12-08,2024-12-30,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,10.0,Shadows on the Corniche,Hani Nagati,Mystery,338,2015.0,Delta House,Library Database
9068,1003,501,2025-11-14,2025-12-03,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,9.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9327,1065,513,2025-03-09,2025-04-01,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,17.0,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,Library Database
9273,1047,510,2024-12-07,2025-01-05,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,16.0,The Missing Metronome,Diaa Sultan,Mystery,134,2013.0,Cairo Young Readers,Library Database
9301,1062,519,2024-11-10,2024-11-23,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,7.0,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,Library Database
9074,1003,501,2024-06-19,2024-07-06,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,9.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9368,1079,525,2025-02-12,2025-03-10,Rana,Osman,8.0,Shubra,Active,2024-10-27,10.0,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,Library Database
9233,1059,512,2024-12-08,2024-12-15,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,7.0,The Cartographer's Cat,Farida Anwar,Adventure,238,2022.0,Delta House,Library Database
9200,1060,509,2024-12-08,,Layla,Wahba,7.0,Heliopolis,Active,2024-03-26,2.0,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press,Library Database
9349,1077,501,2024-03-04,2024-04-02,Lina,Rashad,6.0,Shubra,Active,2023-07-08,6.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9350,1080,501,2025-06-22,2025-07-17,Bassel,Wahba,9.0,Shubra,Active,2023-12-28,2.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9345,1075,507,2025-02-03,2025-03-01,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,9.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9195,1024,507,2025-02-22,2025-03-17,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,17.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9325,1072,519,2024-01-11,,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,14.0,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,Library Database
9245,1044,519,2024-12-13,2024-12-21,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,21.0,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,Library Database
9146,1034,509,2025-02-23,2025-03-14,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25.0,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press,Library Database
9379,1062,501,2024-12-18,2024-12-26,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,7.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9374,1080,505,2024-08-05,2024-08-12,Bassel,Wahba,9.0,Shubra,Active,2023-12-28,2.0,Letters to the Nile,Aya Hafez,Historical,216,2024.0,Oasis Books,Library Database
9107,1024,505,2024-09-24,2024-10-12,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,17.0,Letters to the Nile,Aya Hafez,Historical,216,2024.0,Oasis Books,Library Database
9029,1005,507,2025-03-07,2025-03-29,Youssef,Halim,9.0,Maadi,Active,2024-05-05,3.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9108,1024,507,2025-02-02,2025-02-27,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,17.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9201,1055,531,2025-11-24,2025-12-16,Mostafa,Kamel,9.0,Heliopolis,Active,2025-01-04,2.0,Voices in the Library,Samir Zohdy,Friendship,272,2018.0,Oasis Books,Library Database
9253,1058,507,2025-06-15,2025-07-10,Lina,Mansour,8.0,Heliopolis,active,2025-07-20,3.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9334,1065,507,2025-12-20,2026-01-05,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,17.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9160,1030,501,2024-06-20,2024-07-07,Reem,Osman,,Nasr City,Active,2025-04-01,16.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9180,1034,529,2024-07-27,2024-08-02,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25.0,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers,Library Database
9344,1076,507,2024-09-12,,Dina,Wahba,7.0,Shubra,Active,2025-12-13,7.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9004,1013,519,2025-07-27,2025-08-16,Ziad,Fouad,,Maadi,Active,2025-06-27,2.0,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,Library Database
9224,1057,513,2025-05-25,,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,10.0,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,Library Database
9235,1047,516,2024-02-16,,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,16.0,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press,Library Database
9118,1030,507,2024-05-12,,Reem,Osman,,Nasr City,Active,2025-04-01,16.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9381,1079,507,2025-05-30,2025-06-18,Rana,Osman,8.0,Shubra,Active,2024-10-27,10.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9071,1003,503,2024-03-25,2024-04-09,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,9.0,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press,Library Database
9220,1047,507,2025-08-04,,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,16.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9167,1028,503,2025-12-24,2026-01-02,Hassan,Adel,9.0,Nasr City,Active,2025-11-12,3.0,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press,Library Database
9320,1073,501,2025-07-19,2025-08-13,Yassin,Kamel,7.0,Zamalek,Inactive,2025-08-26,2.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9300,1061,528,2024-08-15,2024-09-02,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,8.0,The Glass Beehive,Mona Kholoussy,Nature,114,2010.0,Delta House,Library Database
9364,1077,513,2024-08-18,2024-09-07,Lina,Rashad,6.0,Shubra,Active,2023-07-08,6.0,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,Library Database
9035,1020,501,2024-08-01,2024-08-23,Rana,Fouad,6.0,Maadi,Active,2025-12-04,7.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9382,1076,507,2025-02-26,2025-03-08,Dina,Wahba,7.0,Shubra,Active,2025-12-13,7.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9133,1034,519,2025-05-28,2025-06-24,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25.0,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,Library Database
9276,1050,514,2025-06-28,2025-07-08,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,11.0,The Robot in Row Nine,Galal Mounir,Science Fiction,328,2023.0,Cairo Young Readers,Library Database
9104,1018,507,2024-05-15,,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,17.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9367,1079,507,2024-03-19,2024-03-28,Rana,Osman,8.0,Shubra,Active,2024-10-27,10.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9373,1079,508,2024-03-20,2024-04-19,Rana,Osman,8.0,Shubra,Active,2024-10-27,10.0,The Quiet Observatory,Dalia Serry,Science,306,2011.0,Oasis Books,Library Database
9217,1047,530,2024-04-07,,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,16.0,The Sandstone Key,Sara Tantawy,Adventure,208,2012.0,Oasis Books,Library Database
9022,1010,507,2025-11-14,2025-12-03,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,18.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9065,1016,509,2024-12-21,,Dina,Rashad,8.0,Maadi,Active,2023-04-24,7.0,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press,Library Database
9099,1018,506,2025-10-10,2025-11-09,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,17.0,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press,Library Database
9109,1034,512,2024-08-20,2024-09-14,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25.0,The Cartographer's Cat,Farida Anwar,Adventure,238,2022.0,Delta House,Library Database
9086,1018,501,2024-06-20,2024-06-29,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,17.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9089,1010,507,2025-06-22,2025-07-22,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,18.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9230,1050,501,2025-09-10,2025-10-07,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,11.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9062,1010,520,2024-07-28,2024-08-26,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,18.0,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009.0,Oasis Books,Library Database
9076,1008,529,2025-12-12,2025-12-20,Ziad,Saleh,8.0,Maadi,active,2025-10-28,19.0,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers,Library Database
9265,1049,513,2024-08-12,2024-09-10,Ahmed,Gamal,6.0,Heliopolis,Active,2023-06-10,1.0,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,Library Database
9258,1050,529,2025-12-07,2025-12-21,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,11.0,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers,Library Database
9203,1057,501,2025-10-25,,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,10.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9041,1010,506,2025-02-22,2025-03-19,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,18.0,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press,Library Database
9154,1030,525,2025-05-18,2025-05-26,Reem,Osman,,Nasr City,Active,2025-04-01,16.0,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,Library Database
9285,1071,513,2025-02-24,,Jana,Hegazy,8.0,Zamalek,Active,2024-09-27,2.0,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,Library Database
9121,1027,522,2025-02-24,2025-03-14,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,18.0,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers,Library Database
9244,1050,507,2025-04-23,2025-05-06,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,11.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9275,1047,507,2025-09-21,2025-10-08,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,16.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9215,1044,507,2024-02-07,,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,21.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9268,1047,503,2025-06-16,2025-07-14,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,16.0,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press,Library Database
9314,1072,522,2024-08-13,2024-09-02,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,14.0,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers,Library Database
9299,1072,521,2024-01-04,2024-01-23,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,14.0,A Garden of Equations,Karim Elwy,Science,211,2024.0,Cairo Young Readers,Library Database
